
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
              Observed  |      Rel. |    Aki    | Acc. |           Ei           Ek           |            Lower level             |             Upper level             |Type|
             Wavelength |      Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------------|-------------------------------------|    |
              Vac (nm)  |           |           |      |                                     | Conf.     | Term                   | Conf.     | Term                    |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             158.1748   |       250 | 7.0e+08   |      |    11.8017281    -     19.6401683   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             158.4674   |       125 | 3.0e+08   |      |    11.8162066    -     19.6401683   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             158.9581   |       100 | 9.0e+08   |      |    13.1689884    -     20.9687937   | 5d9.6s.6p | (2D<5/2>,1P<1>)*       | 5d9.6p2   | (2D<5/2>,1D<2>)         |    |
             159.1451   |        10 |           |      |                                     |           |                        |           |                         |    |
             159.3932   |        60 | 6.2e+08   |      |    11.8017281    -     19.5802293   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             159.6904   |        25 | 3.2e+08   |      |    11.8162066    -     19.5802293   | 5d9.6s.6p | (2D<5/2>,3P<2>)*       | 5d9.6p2   | (2D<5/2>,3P<2>)         |    |
             159.9601   |       500 | 6.3e+08   |      |    10.4410070    -     18.1919487   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,5/2]  |    |
             160.1541   |       400 | 1.0e+09   |      |    10.4410070    -     18.1825625   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<0>)         |    |
             160.5311   |       400 | 4.0e+08   |      |    10.4410070    -     18.1643884   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,5/2]  |    |
             161.1763   |        60 | 6.2e+08   |      |    10.6847690    -     18.3772437   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<2>,3/2]  |    |
                        |           |           |      |                                     |           |                        |           |                         |    |
             161.4083   |       300 | 1.3e+09   |      |    10.6847690    -     18.3661925   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<2>,3/2]  |    |
             161.7703   |       200 | 4.0e+08   |      |    10.5183407    -     18.1825625   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6p2   | (2D<5/2>,3P<0>)         |    |
             161.9279   |       200 | 2.8e+08   |      |    10.4410070    -     18.0977613   | 5d9.6s.6p | (2D<5/2>,3P<1>)*       | 5d9.6s.6d | [(2D<5/2>,1/2)<3>,3/2]  |    |
