
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Spectrum  |              Observed  |   Rel. |    Aki    | Acc. |           Ei           Ek           |         Lower level          |          Upper level          |   Type|
          |             Wavelength |   Int. |    s^-1   |      |          (eV)         (eV)          |------------------------------|-------------------------------|       |
          |              Vac (nm)  |        |           |      |                                     | Conf.              | Term    | Conf.              | Term     |       |
Rb II     |             155.6984   |      4 |           |      |    17.7870174    -     25.750118    | 4p5.4d             | 3P*     | 4p5.(2P*<3/2>).6f  | 2[5/2]   |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb II     |             155.7661   |      2 |           |      |    18.2049206    -     26.164554    | 4p5.4d             | 3F*     | 4p5.(2P*<3/2>).7f  | 2[7/2]   |       |
Rb II     |             155.9475   |     30 |           |      |    18.2049206    -     26.155328    | 4p5.4d             | 3F*     | 4p5.(2P*<3/2>).7f  | 2[9/2]   |       |
Rb II     |             156.0771   |     20 |           |      |    17.7870174    -     25.730795    | 4p5.4d             | 3P*     | 4p5.(2P*<3/2>).6f  | 2[3/2]   |       |
Rb II     |             156.3207   |     10 |           |      |    17.7870174    -     25.718416    | 4p5.4d             | 3P*     | 4p5.(2P*<3/2>).6f  | 2[3/2]   |       |
Rb IV     |             156.8636   |      4 |           |      |    32.607761     -     40.511701    | 4s2.4p3.(2D).5p    | 1P      | 4s2.4p5.(2D).6s    | 1D*      |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb II     |             156.9050   |      2 |           |      |    17.8482525    -     25.750118    | 4p5.4d             | 3P*     | 4p5.(2P*<3/2>).6f  | 2[5/2]   |       |
Rb II     |             156.9502   |     75 |           |      |    17.8482525    -     25.747843    | 4p5.4d             | 3P*     | 4p5.(2P*<3/2>).6f  | 2[5/2]   |       |
Rb II     |             157.2897   |     25 |           |      |    17.8482525    -     25.730795    | 4p5.4d             | 3P*     | 4p5.(2P*<3/2>).6f  | 2[3/2]   |       |
Rb IV     |             157.3248   |    8bl |           |      |    26.918703     -     34.799403    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2P).5p    | 3P       |       |
Rb IV     |             157.5308   |     16 |           |      |    22.761210     -     30.631675    | 4s2.4p3.(4S).4d    | 3D*     | 4s2.4p3.(4S).5p    | 3P       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             157.5524   |      8 |           |      |    32.543960     -     40.413337    | 4s2.4p3.(2D).5p    | 3F      | 4s2.4p5.(2D).6s    | 3D*      |       |
Rb II     |             158.2672   |     75 |           |      |    17.2083092    -     25.0421584   | 4p5.(2P*<1/2>).5s  | 2[1/2]* | 4p5.(2P*<3/2>).5f  | 2[3/2]   |       |
Rb IV     |             158.3271   |      2 |           |      |    34.718329     -     42.549212    | 4s2.4p3.(2P).5p    | 3S      | 4s2.4p5.(2P).6s    | 3P*      |       |
Rb IV     |             158.4843   |     10 |           |      |    32.340144     -     40.163267    | 4s2.4p3.(2D).5p    | 3F      | 4s2.4p5.(2D).6s    | 3D*      |       |
Rb IV     |             158.6327   |      1 |           |      |    24.728109     -     32.543960    | 4s2.4p3.(2D).4d    | 1G*     | 4s2.4p3.(2D).5p    | 3F       |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             158.9617   |     18 |           |      |    26.918703     -     34.718329    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2P).5p    | 3S       |       |
Rb IV     |             159.3582   |   16bl |           |      |    32.744687     -     40.524958    | 4s2.4p3.(2D).5p    | 1F      | 4s2.4p3.(2D).5d    | 1F*      |       |
Rb II     |             159.3711   |      1 |           |      |    18.830351     -     26.609940    | 4p5.4d             | 3D*     | 4p5.(2P*<3/2>).9f  | 2[7/2]   |       |
Rb II     |             159.4973   |     25 |           |      |    18.2049206    -     25.978368    | 4p5.4d             | 3F*     | 4p5.(2P*<1/2>).5f  | 2[7/2]   |       |
Rb IV     |             159.6289   |      4 |           |      |    32.744687     -     40.511701    | 4s2.4p3.(2D).5p    | 1F      | 4s2.4p5.(2D).6s    | 1D*      |       |
          |                        |        |           |      |                                     |                    |         |                    |          |       |
Rb IV     |             159.6636   |     10 |           |      |    26.918703     -     34.684041    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2P).5p    | 3D       |       |
Rb IV     |             159.7826   |    16* |           |      |    26.266681     -     34.026341    | 4s2.4p3.(2P).4d    | 3P*     | 4s2.4p3.(2D).5p    | 1D       |       |
